Order Date,Country,Region,Sales Rep,Category,Product,Sales,Profit,Discount
2023-10-27,Germany,South,Pamela Knapp,Sports,Cycling Helmet,1038.81,159.45,170.13
2024-08-09,India,West,Danielle Valdez,Sports,Cycling Helmet,584.58,169.32,28.78
2023-06-06,Canada,South,Kaylee Wheeler,Clothing,Shoes,1984.51,295.09,86.32
2024-05-14,UK,West,Mitchell Carter,Grocery,Bread,634.77,187.67,37.46
2022-02-26,India,West,Pamela Knapp,Furniture,Cabinet,689.73,169.26,64.27
2024-12-02,Germany,North,Pamela Knapp,Grocery,Bread,1541.99,266.84,212.27
2023-11-09,USA,South,Pamela Knapp,Electronics,Tablet,45.2,8.47,4.81
2024-03-23,USA,East,Danielle Valdez,Electronics,Laptop,159.25,32.67,9.49
2024-08-30,USA,South,Mitchell Carter,Electronics,Tablet,1519.72,201.67,191.32
2022-06-19,Canada,East,Michelle Adams,Sports,Tennis Racket,24.35,2.9,1.06
2023-02-15,Canada,West,Cody Silva,Sports,Yoga Mat,1728.06,156.19,109.0
2024-07-07,India,West,Cody Silva,Electronics,Smartwatch,810.62,92.66,55.0
2024-05-18,USA,West,Erica Singh,Sports,Yoga Mat,379.82,103.36,67.41
2022-10-29,India,East,Michelle Adams,Electronics,Laptop,1605.37,356.97,216.06
2025-02-04,Germany,East,Mitchell Carter,Clothing,T-shirt,1354.09,294.75,245.07
2022-10-08,UK,West,James Warren,Clothing,Jacket,226.86,63.73,20.03
2024-06-13,USA,West,Erica Singh,Electronics,Headphones,1125.69,236.45,27.05
2024-09-05,UK,South,James Warren,Clothing,Shoes,1644.93,393.36,206.63
2024-11-26,India,South,Christopher Smith,Furniture,Sofa,1891.96,533.16,314.47
2023-05-23,India,West,Christopher Smith,Furniture,Table,574.04,86.61,113.07
2024-10-08,India,East,Pamela Knapp,Electronics,Tablet,969.87,235.84,106.52
2022-08-27,Germany,East,James Warren,Grocery,Eggs,359.77,104.88,42.38
2023-04-07,USA,East,Casey Manning,Clothing,Jeans,1572.41,370.59,169.71
2024-04-16,Germany,West,James Warren,Sports,Basketball,1526.68,314.76,130.5
2022-09-11,UK,North,Casey Manning,Grocery,Fruits,436.03,70.46,52.54
2022-05-07,UK,North,Cody Silva,Electronics,Headphones,1494.05,229.48,296.3
2025-02-02,Canada,North,Danielle Valdez,Grocery,Eggs,320.44,32.55,63.48
2023-07-18,Canada,West,Erica Singh,Furniture,Desk,1484.41,287.96,163.8
2023-10-26,UK,North,Kaylee Wheeler,Clothing,Shoes,1983.64,331.92,65.3
2022-09-01,UK,North,James Warren,Furniture,Chair,1749.75,254.6,199.26
2022-07-22,USA,West,Casey Manning,Electronics,Smartwatch,1862.28,108.93,251.86
2023-07-27,UK,West,Casey Manning,Grocery,Fruits,1057.24,70.43,88.69
2022-09-13,Canada,East,Pamela Knapp,Clothing,Hat,1985.73,376.78,233.72
2023-01-13,Canada,North,Erica Singh,Furniture,Chair,1356.98,164.83,208.79
2024-06-14,India,East,Christopher Smith,Electronics,Headphones,1481.23,144.9,251.2
2024-05-28,Canada,West,Pamela Knapp,Furniture,Cabinet,1780.52,241.93,282.5
2024-06-24,India,North,Christopher Smith,Electronics,Laptop,1850.93,459.8,111.66
2024-02-28,UK,West,Christopher Smith,Clothing,Jeans,639.25,40.11,7.54
2024-04-13,USA,South,Michelle Adams,Furniture,Chair,505.98,73.85,52.6
2024-04-13,India,South,Mitchell Carter,Furniture,Desk,219.93,54.02,35.81
2022-06-11,India,North,Cody Silva,Furniture,Cabinet,861.43,152.11,61.29
2022-09-18,USA,East,Cody Silva,Furniture,Sofa,1274.94,295.78,67.6
2023-06-02,India,North,Erica Singh,Furniture,Chair,1978.55,474.98,315.92
2023-03-06,Germany,North,Cody Silva,Sports,Basketball,447.52,128.88,61.54
2022-04-30,Germany,North,Casey Manning,Grocery,Bread,248.34,49.68,18.51
2022-04-14,UK,East,Danielle Valdez,Sports,Yoga Mat,696.11,44.02,135.37
2024-03-07,India,West,Michelle Adams,Grocery,Fruits,718.45,163.88,84.22
2024-04-16,Germany,North,Casey Manning,Furniture,Cabinet,1639.29,284.22,81.56
2023-09-10,Canada,West,James Warren,Clothing,Jeans,763.82,190.84,40.3
2024-08-14,Canada,South,Danielle Valdez,Grocery,Milk,1405.04,415.92,240.15
2024-01-11,UK,East,Erica Singh,Furniture,Desk,1780.17,174.44,15.2
2023-10-16,India,West,Christopher Smith,Sports,Cycling Helmet,1723.85,373.83,87.32
2023-01-20,USA,East,Erica Singh,Sports,Cycling Helmet,1445.67,378.1,227.52
2022-08-19,UK,West,Casey Manning,Grocery,Vegetables,1045.9,296.29,130.79
2025-01-09,UK,North,Erica Singh,Clothing,T-shirt,1892.89,343.98,223.71
2024-11-13,USA,East,Pamela Knapp,Furniture,Chair,531.03,98.83,51.41
2023-05-25,USA,West,Pamela Knapp,Furniture,Table,1441.42,294.42,7.91
2024-12-27,Germany,West,Casey Manning,Grocery,Vegetables,601.12,143.52,57.79
2025-01-02,Canada,South,Danielle Valdez,Furniture,Chair,1944.78,142.55,94.14
2023-01-04,India,East,James Warren,Electronics,Tablet,1458.18,423.37,133.21
2024-04-04,Canada,North,Erica Singh,Electronics,Tablet,257.77,51.08,39.95
2023-08-21,Canada,North,Danielle Valdez,Sports,Cycling Helmet,339.69,61.79,46.61
2024-03-28,Germany,North,Christopher Smith,Grocery,Milk,1464.87,347.67,75.29
2022-02-25,India,North,Christopher Smith,Electronics,Tablet,259.62,34.43,21.84
2024-02-02,Germany,South,Erica Singh,Electronics,Smartphone,1182.64,195.24,62.47
2023-09-03,India,South,Erica Singh,Furniture,Chair,1425.06,104.25,44.35
2022-11-04,Canada,North,Kaylee Wheeler,Clothing,Jacket,812.71,217.48,50.19
2022-06-06,USA,West,Cody Silva,Furniture,Table,682.26,53.49,63.25
2022-04-04,UK,South,Christopher Smith,Sports,Basketball,1161.32,295.25,196.98
2022-10-22,UK,East,Michelle Adams,Electronics,Smartphone,1435.73,215.89,46.64
2022-08-05,India,North,Pamela Knapp,Furniture,Cabinet,1706.6,327.71,144.66
2023-04-10,UK,South,Erica Singh,Furniture,Desk,329.76,19.63,22.64
2023-06-29,India,East,Pamela Knapp,Clothing,Jacket,54.5,13.39,10.45
2022-10-18,Canada,North,Pamela Knapp,Electronics,Laptop,486.28,50.03,54.67
2024-07-01,India,North,Danielle Valdez,Clothing,Shoes,310.85,53.02,45.67
2022-05-03,UK,North,Michelle Adams,Sports,Tennis Racket,55.46,5.28,3.01
2023-07-05,USA,South,Casey Manning,Electronics,Laptop,620.17,146.5,103.78
2023-04-28,Germany,South,Christopher Smith,Clothing,Jacket,1731.57,300.36,288.15
2022-11-19,Canada,East,Danielle Valdez,Clothing,Hat,212.59,32.58,1.91
2023-01-17,India,East,Mitchell Carter,Sports,Tennis Racket,1822.63,444.14,275.94
2023-02-04,USA,South,Christopher Smith,Electronics,Smartwatch,1300.01,137.5,250.71
2023-09-20,USA,West,Danielle Valdez,Grocery,Bread,648.97,192.25,60.02
2024-07-12,India,West,Christopher Smith,Grocery,Eggs,1758.11,106.3,169.55
2023-07-17,Canada,North,Kaylee Wheeler,Electronics,Headphones,1158.84,220.31,122.18
2022-07-02,UK,East,Michelle Adams,Electronics,Smartphone,1780.2,409.86,2.21
2023-11-09,UK,North,Christopher Smith,Electronics,Tablet,1261.31,165.49,176.39
2023-04-27,Germany,West,James Warren,Clothing,Jeans,1166.19,253.19,157.3
2023-02-28,Germany,East,Danielle Valdez,Sports,Tennis Racket,1767.59,238.73,13.86
2022-07-13,USA,North,Kaylee Wheeler,Clothing,Jacket,563.66,96.78,39.76
2022-03-30,USA,North,James Warren,Electronics,Smartphone,1506.53,417.39,55.14
2022-03-01,Germany,South,Danielle Valdez,Furniture,Desk,1575.49,356.29,64.06
2024-04-26,Canada,North,James Warren,Clothing,Shoes,1279.67,120.09,138.51
2024-11-24,India,North,Kaylee Wheeler,Grocery,Milk,1767.82,441.02,298.1
2024-03-19,UK,South,James Warren,Clothing,T-shirt,1641.08,444.64,51.14
2022-06-28,Canada,West,Christopher Smith,Electronics,Tablet,339.51,69.22,34.51
2024-06-18,Canada,West,Pamela Knapp,Furniture,Desk,1807.73,475.35,169.36
2023-07-13,UK,East,Michelle Adams,Grocery,Milk,1119.67,218.2,155.59
2022-11-08,USA,South,Cody Silva,Clothing,Jeans,389.23,83.46,15.49
2022-06-05,India,East,Casey Manning,Grocery,Fruits,1156.2,172.27,144.07
2023-03-05,Canada,East,Christopher Smith,Electronics,Smartphone,306.08,88.33,43.6
2023-07-10,Germany,South,James Warren,Furniture,Desk,529.15,129.67,80.43
2022-07-29,UK,South,Pamela Knapp,Furniture,Chair,1145.36,116.66,100.23
2023-06-03,UK,West,Erica Singh,Clothing,Shoes,1840.9,458.74,37.29
2022-05-05,Germany,West,Michelle Adams,Grocery,Fruits,836.36,77.77,144.63
2022-03-12,Canada,West,Pamela Knapp,Sports,Football,1632.1,94.1,150.31
2023-06-16,India,East,Casey Manning,Furniture,Chair,1187.52,73.25,106.51
2024-02-03,Germany,North,Casey Manning,Grocery,Vegetables,682.36,47.35,94.76
2025-01-29,USA,South,Erica Singh,Clothing,Hat,1370.12,186.56,4.31
2022-11-08,India,North,Erica Singh,Electronics,Smartwatch,186.95,41.38,36.6
2023-08-18,UK,North,Pamela Knapp,Furniture,Desk,1542.54,361.13,244.03
2022-08-27,India,South,Erica Singh,Sports,Yoga Mat,754.8,116.28,26.9
2023-10-28,USA,North,Cody Silva,Electronics,Tablet,1028.12,156.65,184.99
2024-05-01,USA,West,Erica Singh,Electronics,Headphones,281.38,44.97,45.55
2024-01-13,Germany,South,Erica Singh,Furniture,Sofa,223.99,13.9,34.24
2023-08-19,Germany,South,Christopher Smith,Sports,Yoga Mat,729.56,218.27,52.08
2022-10-23,USA,South,Danielle Valdez,Electronics,Smartwatch,732.79,210.72,33.46
2022-07-07,Canada,South,Pamela Knapp,Electronics,Laptop,80.53,22.06,10.15
2023-08-09,Canada,South,Erica Singh,Electronics,Laptop,521.31,135.33,57.22
2024-06-30,India,West,Christopher Smith,Clothing,Jeans,931.93,125.33,162.22
2024-11-18,USA,West,Michelle Adams,Grocery,Milk,138.59,21.11,13.91
2024-10-03,India,East,Erica Singh,Electronics,Laptop,217.69,14.37,31.97
2023-10-13,Canada,West,Mitchell Carter,Grocery,Vegetables,1568.02,199.02,183.04
2023-04-14,Germany,North,Pamela Knapp,Furniture,Chair,830.24,82.35,57.59
2024-02-03,Canada,South,Christopher Smith,Furniture,Table,1800.3,310.88,160.65
2022-04-15,UK,East,Mitchell Carter,Electronics,Smartphone,1626.22,283.08,80.67
2022-12-06,India,West,Michelle Adams,Electronics,Headphones,1247.26,245.27,121.88
2023-08-15,India,North,Casey Manning,Grocery,Milk,1209.91,162.27,225.08
2024-05-23,UK,North,Pamela Knapp,Clothing,T-shirt,215.27,36.71,9.39
2022-05-01,India,East,Pamela Knapp,Sports,Football,1477.64,373.41,116.31
2024-09-10,Canada,East,Mitchell Carter,Furniture,Chair,343.8,100.05,40.58
2022-09-01,USA,West,James Warren,Grocery,Vegetables,417.23,96.31,5.95
2022-10-15,UK,East,Kaylee Wheeler,Grocery,Fruits,1349.68,96.97,157.3
2023-11-11,USA,East,Pamela Knapp,Grocery,Eggs,1711.49,135.33,154.59
2023-06-29,UK,South,Mitchell Carter,Electronics,Smartwatch,28.29,3.27,3.18
2022-03-13,USA,South,Casey Manning,Furniture,Cabinet,237.59,32.86,43.48
2024-10-13,UK,East,Casey Manning,Electronics,Smartphone,913.25,68.79,181.92
2024-05-20,UK,North,Michelle Adams,Sports,Basketball,915.96,105.43,43.26
2022-02-14,Canada,East,Pamela Knapp,Grocery,Milk,1685.67,257.07,174.06
2022-09-15,UK,North,Erica Singh,Furniture,Desk,716.53,68.56,29.23
2022-12-26,Canada,West,Danielle Valdez,Clothing,Jacket,680.08,63.07,58.42
2022-09-30,USA,South,Kaylee Wheeler,Clothing,Jeans,1717.06,100.5,246.37
2023-12-23,UK,North,Mitchell Carter,Sports,Football,1493.63,144.51,232.71
2022-05-05,Canada,South,Cody Silva,Furniture,Chair,629.01,81.44,8.8
2022-10-09,India,West,Casey Manning,Clothing,Jeans,265.49,35.99,34.37
2023-10-15,UK,East,Casey Manning,Clothing,Shoes,1226.17,262.05,6.12
2023-11-06,Canada,East,Michelle Adams,Clothing,Jeans,166.79,40.95,11.06
2024-11-30,Canada,South,Danielle Valdez,Clothing,Shoes,1571.52,308.18,202.74
2024-10-30,Germany,South,Cody Silva,Furniture,Desk,196.29,27.94,10.2
2022-04-17,Germany,North,Christopher Smith,Sports,Cycling Helmet,1631.25,407.79,35.02
2024-01-30,Germany,West,Erica Singh,Electronics,Smartphone,809.96,223.82,105.66
2023-07-29,USA,South,Michelle Adams,Grocery,Fruits,738.44,75.04,141.27
2024-05-10,UK,East,Danielle Valdez,Furniture,Sofa,1999.85,456.1,166.53
2024-07-09,Germany,South,Michelle Adams,Clothing,T-shirt,1924.92,504.51,356.14
2023-02-07,India,West,Erica Singh,Clothing,Jeans,1117.17,198.58,37.73
2022-08-17,Germany,North,Kaylee Wheeler,Grocery,Vegetables,1646.26,410.27,139.41
2022-04-17,Canada,East,Pamela Knapp,Furniture,Sofa,135.71,29.19,14.53
2023-11-26,India,East,Danielle Valdez,Sports,Cycling Helmet,1275.65,338.41,181.17
2022-07-19,Canada,East,Mitchell Carter,Electronics,Smartwatch,1182.24,305.46,120.89
2023-10-30,UK,West,Mitchell Carter,Sports,Football,570.13,132.56,15.01
2024-01-23,Canada,South,Pamela Knapp,Clothing,Jeans,279.42,75.34,54.75
2022-10-29,India,East,Erica Singh,Grocery,Vegetables,543.27,126.52,94.11
2024-02-29,Canada,South,Christopher Smith,Furniture,Table,234.61,62.5,22.52
2023-02-03,UK,North,James Warren,Furniture,Sofa,713.91,148.26,49.01
2023-02-27,USA,North,Casey Manning,Furniture,Table,1092.19,81.75,125.09
2023-01-13,UK,West,Mitchell Carter,Grocery,Vegetables,1830.08,337.89,258.16
2023-04-01,Germany,North,Casey Manning,Grocery,Fruits,522.74,71.3,52.4
2023-08-10,UK,West,Kaylee Wheeler,Furniture,Chair,1847.06,126.42,325.5
2024-11-04,Canada,West,Cody Silva,Clothing,Jacket,206.62,59.38,17.59
2023-07-09,India,West,Mitchell Carter,Furniture,Desk,282.51,31.51,40.06
2025-01-03,UK,West,Casey Manning,Sports,Tennis Racket,775.4,206.46,7.99
2022-10-18,UK,East,Mitchell Carter,Clothing,Hat,1122.27,274.0,102.46
2024-01-29,Canada,South,Michelle Adams,Furniture,Sofa,161.17,40.34,22.86
2024-06-19,Germany,East,Danielle Valdez,Furniture,Cabinet,379.77,47.87,15.7
2023-09-17,USA,East,Cody Silva,Grocery,Vegetables,109.34,13.75,19.52
2023-06-18,Canada,East,Casey Manning,Clothing,Hat,1208.91,181.14,185.77
2024-01-19,Canada,South,Erica Singh,Clothing,Jacket,613.43,140.79,18.05
2022-06-30,UK,North,Kaylee Wheeler,Clothing,T-shirt,1048.55,178.42,55.38
2022-06-21,UK,West,Pamela Knapp,Electronics,Smartwatch,1751.58,213.25,310.03
2024-06-30,UK,West,Pamela Knapp,Furniture,Table,487.57,74.04,36.91
2022-02-16,Germany,South,Michelle Adams,Sports,Tennis Racket,1577.68,155.42,112.84
2022-07-05,India,South,Kaylee Wheeler,Clothing,Hat,1103.24,329.33,22.4
2023-03-20,Germany,East,Kaylee Wheeler,Furniture,Chair,194.05,18.05,26.02
2023-07-08,India,South,James Warren,Furniture,Cabinet,897.27,158.19,144.96
2024-09-25,UK,South,Cody Silva,Grocery,Vegetables,1659.77,117.81,228.39
2023-12-29,Canada,North,Casey Manning,Clothing,Jeans,1173.73,336.9,45.2
2024-05-13,India,West,Casey Manning,Furniture,Desk,1688.7,444.88,224.52
2022-11-21,USA,South,Cody Silva,Clothing,Jeans,712.43,172.76,71.21
2024-10-19,Canada,North,James Warren,Furniture,Cabinet,324.4,68.84,64.81
2024-09-03,USA,North,Christopher Smith,Furniture,Table,1925.75,564.87,332.39
2023-01-18,USA,West,Erica Singh,Electronics,Smartphone,606.32,71.29,82.16
2023-08-06,Canada,North,Mitchell Carter,Electronics,Headphones,886.47,213.15,43.22
2024-01-25,India,South,Casey Manning,Grocery,Vegetables,1034.73,213.79,30.93
2023-01-17,Canada,East,Danielle Valdez,Grocery,Vegetables,178.25,19.41,23.75
2022-12-16,Canada,North,Erica Singh,Grocery,Eggs,611.83,146.6,3.76
2025-01-14,India,West,Cody Silva,Grocery,Bread,135.27,29.79,23.03
2024-02-27,Canada,North,Mitchell Carter,Clothing,Jeans,310.48,51.3,29.16
2024-09-30,UK,East,Mitchell Carter,Furniture,Desk,891.63,169.7,141.74
2023-05-04,Germany,North,Casey Manning,Clothing,Shoes,1810.95,525.98,253.54
2022-04-17,Canada,West,Erica Singh,Electronics,Smartwatch,291.1,77.1,21.41
2024-04-28,USA,North,James Warren,Grocery,Milk,998.36,63.06,38.92
2023-03-08,USA,East,Casey Manning,Electronics,Headphones,335.72,25.0,51.37
2024-12-23,UK,North,Michelle Adams,Electronics,Smartphone,1405.9,109.46,221.65
2023-07-26,India,South,Pamela Knapp,Grocery,Milk,540.43,143.31,67.86
2023-11-05,UK,East,Mitchell Carter,Furniture,Desk,1870.66,221.41,250.67
2023-09-24,India,South,Pamela Knapp,Clothing,Jacket,20.9,1.3,1.29
2022-06-18,Canada,West,Casey Manning,Furniture,Desk,1599.14,451.16,185.83
2024-09-03,India,North,Cody Silva,Clothing,Jacket,304.3,69.0,5.79
2022-09-05,India,North,Danielle Valdez,Clothing,Jacket,600.6,145.66,42.05
2022-03-26,India,North,Mitchell Carter,Furniture,Desk,220.96,45.39,26.5
2023-12-27,Canada,North,Mitchell Carter,Grocery,Milk,1601.08,197.91,134.78
2022-06-07,India,East,James Warren,Grocery,Bread,1771.52,184.87,285.68
2023-09-06,India,North,Mitchell Carter,Furniture,Desk,787.47,73.39,61.55
2024-11-24,Canada,South,Danielle Valdez,Furniture,Table,1089.77,290.7,143.66
2023-07-28,USA,West,Michelle Adams,Sports,Cycling Helmet,498.61,51.49,72.78
2024-06-29,Germany,East,Mitchell Carter,Sports,Yoga Mat,1702.52,342.65,65.46
2024-01-04,Germany,West,Cody Silva,Grocery,Fruits,106.53,5.53,7.62
2022-12-11,UK,East,Kaylee Wheeler,Furniture,Chair,614.26,134.91,49.18
2022-06-18,UK,East,Casey Manning,Furniture,Cabinet,1985.48,437.74,141.71
2022-08-15,USA,South,James Warren,Clothing,T-shirt,530.02,125.17,6.45
2023-09-15,India,South,Erica Singh,Furniture,Desk,940.66,271.17,117.23
2022-12-14,Germany,South,Erica Singh,Sports,Cycling Helmet,530.64,66.89,5.7
2024-10-10,Canada,West,Christopher Smith,Grocery,Eggs,277.81,67.09,22.44
2023-12-16,India,North,Pamela Knapp,Clothing,T-shirt,1502.09,221.92,159.16
2024-06-02,India,North,Danielle Valdez,Furniture,Table,1282.36,252.49,242.8
2024-03-31,Canada,West,Kaylee Wheeler,Clothing,Jeans,1544.1,268.57,272.58
2024-05-14,USA,South,Pamela Knapp,Electronics,Smartphone,804.52,117.04,35.56
2024-06-17,UK,North,Kaylee Wheeler,Sports,Basketball,762.56,220.9,125.64
2022-03-12,UK,South,Casey Manning,Grocery,Fruits,771.69,164.45,22.75
2023-07-18,Germany,East,Casey Manning,Clothing,Hat,1925.93,432.96,92.95
2024-04-30,Germany,West,Danielle Valdez,Sports,Basketball,1315.57,264.75,16.51
2024-02-21,Germany,East,Erica Singh,Clothing,Shoes,1439.57,159.44,130.63
2022-07-02,Canada,North,Casey Manning,Furniture,Chair,951.42,79.43,126.31
2024-02-11,UK,South,Pamela Knapp,Grocery,Fruits,865.89,49.3,105.55
2022-06-14,Canada,East,Mitchell Carter,Grocery,Bread,595.07,157.47,1.53
2022-12-22,Germany,East,Cody Silva,Clothing,Jeans,1192.26,262.17,146.11
2022-10-19,Germany,North,Danielle Valdez,Furniture,Cabinet,1087.73,184.18,215.11
2024-12-14,USA,South,James Warren,Furniture,Sofa,1593.85,129.44,32.73
2024-07-06,USA,South,Pamela Knapp,Furniture,Desk,441.82,27.39,0.42
2023-02-13,Canada,South,James Warren,Sports,Football,85.07,15.83,7.4
2022-07-01,Germany,North,Christopher Smith,Electronics,Laptop,1776.85,170.65,149.97
2023-04-17,Canada,West,Danielle Valdez,Electronics,Tablet,117.42,30.05,8.96
2023-10-18,UK,East,Cody Silva,Clothing,Jacket,355.44,31.22,13.35
2024-05-16,Canada,West,Pamela Knapp,Clothing,Shoes,1611.41,300.56,192.4
2022-02-28,India,South,Danielle Valdez,Electronics,Headphones,1473.9,74.65,53.03
2024-05-29,UK,West,Casey Manning,Furniture,Sofa,415.26,63.29,4.41
2024-11-27,USA,East,James Warren,Grocery,Fruits,894.16,196.86,142.62
2024-07-09,Canada,North,Cody Silva,Furniture,Desk,432.18,76.29,59.81
2024-07-05,India,West,James Warren,Furniture,Desk,623.77,88.39,99.41
2022-07-27,India,West,James Warren,Grocery,Milk,1578.89,373.84,203.93
2023-07-07,USA,North,Cody Silva,Furniture,Chair,989.87,252.38,125.81
2022-05-04,USA,East,Michelle Adams,Grocery,Eggs,1069.23,99.68,23.0
2023-12-03,India,South,Kaylee Wheeler,Sports,Football,56.55,11.82,0.57
2022-09-01,USA,North,Mitchell Carter,Grocery,Milk,1431.46,94.96,280.25
2022-11-08,UK,West,Danielle Valdez,Sports,Basketball,1759.9,132.15,99.01
2024-06-06,Canada,North,Danielle Valdez,Grocery,Vegetables,1120.29,186.36,128.08
2022-12-14,Germany,West,Kaylee Wheeler,Clothing,T-shirt,174.49,18.84,31.64
2023-07-26,UK,East,Casey Manning,Furniture,Table,96.36,28.77,1.81
2022-11-22,USA,East,Michelle Adams,Sports,Yoga Mat,352.84,92.47,33.03
2024-07-29,Canada,East,Danielle Valdez,Clothing,Jacket,746.44,118.88,85.84
2024-06-26,Germany,West,Danielle Valdez,Sports,Yoga Mat,99.3,8.87,7.42
2023-07-27,Germany,North,Casey Manning,Clothing,T-shirt,1015.35,168.48,114.64
2024-08-18,UK,South,Michelle Adams,Sports,Tennis Racket,650.49,76.55,0.74
2023-04-02,USA,South,Mitchell Carter,Clothing,Shoes,1835.86,109.21,94.22
2024-07-15,India,North,Christopher Smith,Grocery,Fruits,1103.36,302.85,165.49
2022-12-09,USA,South,James Warren,Electronics,Smartwatch,422.81,73.91,47.02
2023-06-04,Canada,East,Casey Manning,Clothing,Jacket,187.01,11.55,28.87
2023-08-23,USA,West,Mitchell Carter,Furniture,Sofa,418.3,39.58,0.34
2024-04-27,Germany,North,Erica Singh,Grocery,Vegetables,1737.28,245.49,311.06
2024-02-11,USA,North,Christopher Smith,Electronics,Smartwatch,1811.27,486.73,51.53
2025-01-04,Germany,East,Casey Manning,Furniture,Table,1577.85,102.15,216.47
2024-04-13,Canada,South,Kaylee Wheeler,Clothing,Shoes,688.78,99.06,6.5
2025-01-18,USA,South,Christopher Smith,Grocery,Bread,1591.03,304.62,202.19
2023-12-21,India,East,James Warren,Furniture,Sofa,438.87,93.07,44.42
2023-05-24,India,East,Michelle Adams,Grocery,Vegetables,1697.75,477.12,31.38
2022-06-11,Canada,West,Christopher Smith,Sports,Cycling Helmet,721.26,98.99,4.76
2024-04-22,Canada,South,Erica Singh,Grocery,Eggs,188.84,21.65,9.44
2022-08-19,USA,South,Casey Manning,Electronics,Headphones,1396.67,78.06,114.6
2023-07-05,India,East,Danielle Valdez,Electronics,Tablet,1951.4,221.82,273.39
